Q339896	Ajith Kumar
Q7344802	Robert Glass
Q696062	Mobile Suit Gundam 00
Q2509482	Kathleen Barr
Q1500510	The Incredible String Band
Q826462	Hail the Conquering Hero
Q686165	Up
Q313243	Chiranjeevi
Q252290	Saif Ali Khan
Q1856597	Mary, Queen of Scots
Q488528	Indian River County
Q4512	VfB Stuttgart
Q4570781	Lincoln University
Q2419093	Robert B. Sherman
Q119849	Dean Devlin
Q581964	All the King's Men
Q762558	Leon Schlesinger
Q842094	Defiance
Q11820	Martin Van Buren
Q207947	Ralph Vaughan Williams
Q1358555	Ninja Tune
Q201562	Hayley Williams
Q52411	Tony Richardson
Q216032	K.R.C. Genk
Q10608114	Oklahoma Sooners football
Q267088	Brett Favre
Q342043	Hampton
Q222458	Frederick Stanley, 16th Earl of Derby
Q429561	Wichita State University
Q165529	Memphis Grizzlies
Q710334	Arthur Laurents
Q1195727	Marathon Man
Q1185037	Beverly Hills High School
Q2636213	The Venture Bros.
Q708256	Ben Cross
Q248392	Nuremberg
Q2549777	Golden Reel Award
Q115289	Delaware County
Q308459	Rod Taylor
Q3548431	A Certain Smile
Q713750	West Germany
Q11256	Fidel Castro
Q350208	Dennis Haysbert
Q170428	Helena Bonham Carter
Q1153370	Brian McKnight
Q218035	Parks and Recreation
Q699224	The Flowers of War
Q830376	The Rum Diary
Q18747	West Ham United F.C.
Q312797	Bill Bruford
Q3994967	1991 NCAA Men's Division I Basketball Tournament
Q11895	Guns N’ Roses
Q130191	Norwich
Q221587	Frenzy
Q3814532	Fist of the North Star
Q131062	urban planner
Q233873	Teri Garr
Q367813	John Bailey
Q186504	The Portrait of a Lady
Q490505	Hudson County
Q487119	Compton
Q234061	Erie
Q361431	BT
Q86593	George Froeschel
Q232941	Christine Lahti
Q222344	cinematographer
Q683394	13th Screen Actors Guild Awards
Q1542306	1996 Grammy Awards
Q82083	John Keats
Q204720	Hereford
Q190379	Ian McEwan
Q1010099	Get Carter
Q494331	Lonelyhearts
Q623724	Meet the Parents
Q2022163	Southern Gospel
Q446427	Merian C. Cooper
Q790	Haiti
Q751924	73rd Academy Awards
Q350680	Robert Ryan
Q684095	30th Academy Awards
Q485803	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe
Q224	Croatia
Q117392	Malcolm McDowell
Q2698482	Calvin College
Q428602	university-preparatory school
Q29054009	Terminator 3: Rise of the Machines
Q10683	PlayStation 3
Q193300	Osamu Tezuka
Q1754478	Lady Sings the Blues
Q179815	Durham
Q622871	psychedelic trance
Q697131	Arnon Milchan
Q2280	Minsk
Q113237	Franklin County
Q3604509	polyunsaturated fat
Q540510	Brannon Braga
Q435312	Molly Parker
Q798797	Bad Teacher
Q1425428	Newcastle upon Tyne
Q33685	limited company
Q3823097	My House in Umbria
Q752317	EA Vancouver
Q2076560	Band Hero
Q2117272	Tom Petty and the Heartbreakers
Q3429263	Blade
Q19066	Club Universitario de Deportes
Q2577710	William Lyon
Q41254	Grammy Award
Q477865	The Sorcerer's Apprentice
Q2219286	Harrogate Town A.F.C.
Q483771	Elijah Wood
Q759	New Hampshire
Q861548	Florida State University
Q193207	ambient music
Q353755	Thomas Duane Arnold
Q26013	War of 1812
Q1243718	Queens of the Stone Age
Q1379415	Goya Award for Best Actress
Q3884	Amazon
Q643873	legal drama
Q339430	Simply Red
Q12771	Canton of Vaud
Q936576	The Nutty Professor
Q3870	Nairobi
Q230126	Dorothy Malone
Q221602	AIK Fotboll
Q16296	Patrick Stewart
Q464612	Bai Ling
Q1166	Michigan
Q9711	Honoré de Balzac
Q3994977	2001 NCAA Men's Division I Basketball Tournament
Q25287	Gothenburg
Q83440	country music
Q4595829	19th United States Congress
Q390018	Toronto International Film Festival
Q204586	Parker Posey
Q546264	beat music
Q18505	A.F.C. Telford United
Q997481	bubblegum pop
Q683	Samoa
Q269500	Chad Smith
Q891082	Boise State University
Q1041	Senegal
Q19185	George Bernard Shaw
Q51693	Brownsville
Q40831	comedy
Q184563	Sin-Itiro Tomonaga
Q494295	Owensboro
Q190602	Annette Bening
Q123849	Jane Seymour
Q1965	New Brunswick
Q479351	SV Darmstadt 98
Q591272	Casino Royale
Q1537759	Loyola University Chicago
Q1292541	Superman II: The Richard Donner Cut
Q47092	rape
Q1236851	The History Boys
Q507189	Andrew Scheinman
Q465977	Sheena Easton
Q126399	Warner Bros.
Q171254	Sons of Anarchy
Q900	Kazan
Q464425	Ed Begley, Jr.
Q1291551	Edward Anhalt
Q1543253	Shanghai Express
Q18509	Cambridge United F.C.
Q621549	Inglewood
Q44676	Canadian English
Q210392	killed in action
Q156069	Resident Evil: Extinction
Q239069	Jean Smart
Q1638207	Satellite Award for Best Cinematography
Q29536	paganism
Q490908	Somerset County
Q6035995	Innocent
Q748851	The Secret in Their Eyes
Q12135	mental disorder
Q49087	Fisk University
Q1339019	Peter Riegert
Q915228	MTV Video Music Award for Best Rock Video
Q1141912	Thirteen
Q133356	Ukrainian Soviet Socialist Republic
Q2167776	Clan Douglas
Q586356	Golden Globe Award for Best Director
Q862086	Indian people
Q296876	Maurice Gibb
Q44272	Michel Foucault
Q676039	The Grapes of Wrath
Q55221	Alexander Korda
Q42047	Goodfellas
Q315723	Burl Ives
Q217298	David Letterman
Q734	Guyana
Q607363	This Is the End
Q101859	VfL Wolfsburg
Q598983	The Contender
Q336517	The Abyss
Q1419495	National Board of Review Award for Best Actress
Q744948	New Rochelle
Q525733	Roland Michener
Q634564	Frank S. Black
Q1963079	Naked
Q8242	literature
Q1320883	talent manager
Q159998	bassoon
Q1481423	Brideshead Revisited
Q694140	Michael Clayton
Q182973	University of Iowa
Q774004	Frankie and Johnny
Q1757288	Mad Max: Fury Road
Q1193221	G Men
Q9885	Coimbatore
Q208881	Bo Diddley
Q3976501	Subiaco
Q41420	Borussia Dortmund
Q34144	Grand Forks
Q1229035	Disney Interactive Studios
Q47762	England national football team
Q1047060	Case Western Reserve University
Q192021	Simon Baker
Q208582	Akira Toriyama
Q2638248	Albert Jarrett
Q239074	Sepultura
Q944638	John Fiedler
Q1851378	Money Talks
Q572838	Anthony B. Richmond
Q356303	Albert Brooks
Q494192	Bucks County
Q1010236	Norristown
Q219776	X2
Q1125300	Georgian architecture
Q189068	Monk
Q837389	Latin jazz
Q650829	Toronto Blue Jays
Q38222	George Lucas
Q962161	Eureka Seven
Q621716	Madame Curie
Q983974	Lima
Q114969	Niagara County
Q786585	Sweet and Lowdown
Q148732	Jack Benny
Q917	Bhutan
Q49106	Second Intifada
Q1809616	I Want to Live!
Q509015	Greg Cannom
Q976149	Laura
Q717	Venezuela
Q32929	War of the Austrian Succession
Q632511	Seattle Sounders FC
Q223408	Francis Lai
Q95008	John Carpenter
Q104514	Adrien Brody
Q181413	Julie Christie
Q578809	Them!
Q732063	Cheers
Q39562	Michael Phelps
Q35171	Grover Cleveland
Q3843364	Magnolia Pictures
Q1327329	multi-instrumentalist
Q168756	University of California, Berkeley
Q470282	Stephen J. Cannell
Q349434	Jermaine Dupri
Q983043	Sunil Shetty
Q49164	Amherst
Q468478	space opera
Q187165	Dave Mustaine
Q235328	Alison Brie
Q308722	James Gandolfini
Q567899	Panjab University
Q130586	George IV of the United Kingdom
Q232226	Kelowna
Q33231	photographer
Q285928	Lewis Milestone
Q232917	Majel Barrett
Q282159	50th Academy Awards
Q351838	Arthur Kennedy
Q4235	Miley Cyrus
Q712	Fiji
Q466961	American Splendor
Q3114	Canberra
Q1165777	UK garage
Q229369	Lois McMaster Bujold
Q180214	Black Swan
Q372256	Don McKellar
Q233365	Catherine O'Hara
Q2081494	The Ed Sullivan Show
Q380381	Dave Matthews
Q1861	Bangkok
Q503321	Club Deportivo Guadalajara
Q449220	Bruce Beresford
Q208572	American History X
Q830430	Afterglow
Q1478089	Tony Award for Best Original Score
Q757	Saint Vincent and the Grenadines
Q1653207	Sports Illustrated Sportsperson of the Year
Q322060	Douglas Coupland
Q346595	Jonathan Frakes
Q903494	68th Academy Awards
Q740968	Grammy Award for Best Dance Recording
Q1122534	Mogambo
Q104081	Mickey Rooney
Q3018199	David Kaye
Q844497	The Pink Panther
Q341915	Fairfax County
Q1961140	Yale School of Medicine
Q872541	Groton School
Q339560	Accra Hearts of Oak SC
Q442207	Gillian Welch
Q520346	Atticus Ross
Q287297	Q
Q695417	Bremerton
Q894605	Boston United F.C.
Q1422017	Even Cowgirls Get the Blues
Q205001	Talking Heads
Q152043	Mstislav Rostropovich
Q735410	Ivanhoe
Q4958616	Brazil
Q1868927	London Film Critics Circle Award for Director of the Year
Q258750	India.Arie
Q987305	Frank Herbert's Dune
Q313009	Chris Isaak
Q336519	Elmore Leonard
Q49255	Tampa
Q465826	Rekha
Q153647	St Helens
Q1778362	Michael O'Neill
Q352748	John Spencer
Q34296	Woodrow Wilson
Q27810	Wade Winston Wilson
Q18512	Forest Green Rovers F.C.
Q9842	primary school
Q40504	Jim Carrey
Q256754	St Catharine's College, Cambridge
Q79015	Superman
Q41	Greece
Q1169965	The Prisoner of Second Avenue
Q49117	University of Pennsylvania
Q311769	Jason Priestley
Q48946	Oxford United F.C.
Q80989	Bhopal
Q81945	Voice over Internet Protocol
Q1780816	State University of New York at Albany
Q733	Paraguay
Q464169	Fisher Stevens
Q1377182	liberal arts college
Q10333	Valencia CF
Q221878	Seattle Seahawks
Q270920	Royal Academy of Arts
Q274529	The Book of Eli
Q706117	Kevin Dunn
Q2467	Nassau
Q600344	The Band
Q599439	John Wood
Q3521037	The Girl
Q969203	South Cambridgeshire
Q23577	Dexter
Q126805	St. Catharines
Q131036	Scientology
Q511922	Danville
Q221168	X-Men: The Last Stand
Q6107	Tupac Shakur
Q458252	Lesley Sharp
Q1047293	University of California Santa Cruz
Q1079	Breaking Bad
Q3595178	Prithviraj Sukumaran
Q2978308	Farnborough F.C.
Q309843	Ja Rule
Q212699	Geffen Records
Q1189617	Marley
Q9726	Gioachino Rossini
Q182655	Rod Stewart
Q2749279	Jyothika
Q22890	Ireland
Q230791	Kingdom of Scotland
Q311232	Tyrese Gibson
Q139460	Ghost World
Q35032	Eastern Orthodox Church
Q455784	Joseph
Q207746	Ben 10
Q331731	Gary Numan
Q632323	Summit Entertainment
Q379157	Dharmendra
Q460494	Panionios F.C.
Q193377	Stade Malherbe Caen
Q606162	Rockhampton
Q1768366	Recount
Q787674	Bachelor of Science
Q295974	Ioan Gruffudd
Q3246876	2004 NFL Draft
Q628139	Salt
Q151870	Runaway Jury
Q63885	Christian punk
Q40715	Jennifer Lopez
Q485668	Scrubs
Q13362	Ferrara
Q127330	Frank Zappa
Q560163	Anupam Kher
Q218542	Maggie Grace
Q1050533	Catch-22
Q1781831	Summer of '42
Q2996526	Cooking Vinyl
Q315547	Keith Urban
Q324523	Oakland Raiders
Q179029	Sabah
Q1313063	Happy Gilmore
Q419838	Penny Serenade
Q1027891	Grammy Award for Best Pop Vocal Album
Q619374	Ever After
Q9441	Gautama Buddha
Q625780	The Red Shoes
Q335160	Snatch
Q8162	linguistics
Q12090	cholera
Q10317241	Lennie Briscoe
Q220910	Casino
Q30461	president
Q484344	progressive metal
Q488702	Eureka
Q1276	Leonard Cohen
Q63997	Ken Adam
Q237918	Ann Richards
Q162621	Walter Huston
Q7169	conservatism
Q966564	hardcore hip hop
Q387047	Malibu
Q193020	Tim Duncan
Q234685	Michelle Branch
Q42493	Katy Perry
Q1215169	The Newton Boys
Q2003	Newfoundland and Labrador
Q515632	Ossie Davis
Q4877396	Beau Willimon
Q3177566	Jon Vitti
Q483938	SM Entertainment
Q246972	Atlantic Canada
Q234778	Maggie Cheung
Q492214	Ghostbusters II
Q8068	flood
Q194253	Evangelical Christianity
Q1302545	Forest Lawn Memorial Park
Q328790	Ed Helms
Q859	Plato
Q272031	Jack White
Q2225757	Christian hardcore
Q59215	Robert Redford
Q131324	Janet Jackson
Q1265782	Primetime Emmy Award for Outstanding Writing for a Variety, Music or Comedy Program
Q754271	Takoma Park
Q61160	Pulaski County
Q153136	Habsburg Monarchy
Q79750	Decatur
Q83468	Judas Priest
Q6387	Boeing 737
Q6294	Hillary Clinton
Q981821	Burn Gorman
Q183347	Lloyd Kaufman
Q3437	Perugia
Q41550	Organisation for Economic Co-operation and Development
Q218678	North African Campaign
Q1077862	Chris Williams
Q189671	FC Basel
Q313020	Dominic West
Q10294	poverty
Q1939211	Mississippi State University
Q495321	Rick Baker
Q910226	Anne of the Thousand Days
Q7903	Casablanca
Q795100	Philip G. Epstein
Q310060	Crispin Glover
Q273686	The Descendants
Q344655	John Mahoney
Q374747	Skillet
Q13871	Pangasinan
Q9426	Stevenage F.C.
Q208414	lymphoma
Q717638	Aldo Nova
Q1368195	second baseman
Q1219727	Pocketful of Miracles
Q838368	black-and-white
Q949642	Flirtation Walk
Q1101938	Clive Davis
Q273079	Cab Calloway
Q1027200	Calle 13
Q365023	Judd Hirsch
Q1425661	folk punk
Q14848728	Underbelly
Q19578	Colchester United F.C.
Q1199440	The Two Mouseketeers
Q8317	visual effects
Q2714	Watford F.C.
Q269585	Gregory La Cava
Q1334782	The Heart is a Lonely Hunter
Q753107	Cavalcade
Q33203	Methodism
Q265	Uzbekistan
Q1094839	Koi... Mil Gaya
Q7867	psychiatry
Q254876	Eve Myles
Q471003	John Larroquette
Q182373	Indiana Jones and the Kingdom of the Crystal Skull
Q1200	Rhineland-Palatinate
Q937835	Michael Herr
Q11816	John Quincy Adams
Q34069	Ashkenazi Jews
Q215506	Jerry Seinfeld
Q167715	Thiruvananthapuram
Q355125	Harry Morgan
Q8502	mountain
Q2748620	Mark Kirkland
Q599151	official
Q3113384	Grammy Award for Best Jazz Vocal Album
Q913861	San Diego State University
Q83484	Anthony Quinn
Q166031	In the Name of the King
Q272595	Waterworld
Q318910	Interview with the Vampire
Q1640569	Syracuse Crunch
Q620640	Appalachian State University
Q552036	Sexy Beast
Q173799	entertainment
Q180762	angina pectoris
Q156597	Men in Black II
Q1415045	Flashdance... What a Feeling
Q726251	Elektra Records
Q235020	Amy Irving
Q1305622	A Star Is Born
Q236837	Richmond
Q313874	The Black Dahlia
Q276539	Baltimore Ravens
Q14369911	Maps to the Stars
Q452288	Jeffrey Combs
Q36159	LeBron James
Q162255	The Terminator
Q170238	situation comedy
Q108127	Ventura County
Q15078788	broadcasting
Q131805	John Dewey
Q310551	Harold Perrineau
Q478626	Starship Troopers
Q484151	Chiba Lotte Marines
Q18429	Fellini's Casanova
Q188539	glam metal
Q7803292	Tim Carvell
Q38453	Columbia
Q178698	W. H. Auden
Q130447	Ian Somerhalder
Q1930698	Michel Colombier
Q395	mathematics
Q229228	Leelee Sobieski
Q196615	Supreme Court of Canada
Q108366	Gregory Peck
Q1239033	Don Carmody
Q621043	Emory University
Q426435	Greater Houston
Q616491	Love with the Proper Stranger
Q174311	Christopher Reeve
Q340	Montreal
Q1316	Saddam Hussein
Q167821	Gore Vidal
Q212804	The Ring
Q73437	Billy Idol
Q41621	Haifa
Q297816	Sammy Davis Jr.
Q162629	Simon Cowell
Q678410	Marillion
Q1268927	National Society of Film Critics Award for Best Actress
Q699	fairy tale
Q268253	neo soul
Q1112515	University of New Brunswick
Q93196	Hindi Film Industry
Q236702	Joanna Cassidy
Q4632667	27th United States Congress
Q382257	Ryan Kwanten
Q172140	Michael Crichton
Q216924	Glenn Gould
Q1026941	California State University, Sacramento
Q334453	division
Q80930	tragedy
Q247854	Devdas
Q11699	Vice President of the United States
Q212129	A Streetcar Named Desire
Q2439025	erotic thriller
Q539658	Dave
Q463999	The Cosby Show
Q327591	independent politician
Q28193	The New World
Q127471	Ashley Tisdale
Q208152	London Borough of Tower Hamlets
Q753830	Redlands
Q471716	Barry Lyndon
Q517	Napoleon
Q21500755	Blade Runner 2049
Q525	Sun
Q1729	Erfurt
Q682262	Alice
Q517415	Europop
Q382036	Ron Silver
Q977	Djibouti
Q11772	Ancient Greece
Q316313	Lyon Sprague de Camp
Q989439	Primetime Emmy Award for Outstanding Lead Actor in a Drama Series
Q1054844	Taito Corporation
Q313046	Eddie Albert
Q3357	Dordogne
Q191715	Warner Media Group
Q715731	Digimon Adventure 02
Q447669	Philip Baker Hall
Q1699409	John Bright
Q1123745	glam punk
Q154717	Robert Anderson
Q483907	Jack Black
Q1473780	West Berkshire
Q1346135	The University of Akron
Q1335573	Emerson College
Q1193825	Affliction
Q294583	Sam Shepard
Q532944	Eriq La Salle
Q459435	mockumentary
Q250954	Beloved
Q946859	Keenan Wynn
Q1752144	Alan Ball
Q2609	S.S. Lazio
Q1476484	North Carolina Agricultural and Technical State University
Q278513	The Awful Truth
Q2059621	Paul Franklin
Q685245	The Fabulous Baker Boys
Q72867	Craig Ferguson
Q1338008	Emma
Q773853	Venice
Q180975	Andrew Lloyd Webber
Q958369	Geelong Football Club
Q1414533	Filmfare Award for Best Actor
Q189288	Stratford-upon-Avon
Q126599	Kristen Stewart
Q1184	Jharkhand
Q4977147	Bruce Berman
Q931165	Clueless
Q24	Jack Bauer
Q41506	Stanford University
Q7808398	Tinnu Anand
Q497788	Cumberland County
Q372559	Mario Lopez
Q1345583	The Bad and the Beautiful
Q187019	Philip Roth
Q1014	Liberia
Q106942	Candice Bergen
Q767643	Very Bad Things
Q7752680	The Murder of Mary Phagan
Q9089	Hinduism
Q659400	Wilmington
Q1472983	Howard Cosell
Q23443	Provo
Q204862	Dallas Cowboys
Q526035	The Andy Griffith Show
Q3099714	Justin Trudeau
Q319221	adventure film
Q599840	Alexandre Trauner
Q17943	Arlington
Q5673	Hans Christian Andersen
Q207821	hurdy-gurdy
Q203078	VH1
Q903735	Breakcore
Q212429	Metropolitan France
Q1216682	Days of Wine and Roses
Q1168760	Upstairs, Downstairs
Q497622	Poltergeist
Q258647	Il Postino: The Postman
Q3521099	The Grand Budapest Hotel
Q327553	Daredevil
Q1707407	Joseph Kish
Q131209	FK Austria Wien
Q208139	London Borough of Newham
Q669749	The Song of Bernadette
Q70495	Hans Dreier
Q1072666	North
Q181887	Rex Harrison
Q1647268	Satellite Award for Best Costume Design
Q486839	member of parliament
Q917167	32nd Academy Awards
Q1479291	The Mosquito Coast
Q5605949	Wyatt Cenac
Q23436	Edinburgh
Q161687	Harry Potter and the Half-Blood Prince
Q696057	Around the World in 80 Days
Q918111	Hour of the Wolf
Q541868	James Goldman
Q495929	South Korea national under-20 football team
Q1088453	Chrysalis Records
Q937162	43rd Academy Awards
Q5137571	basketball coach
Q448644	Harold Arlen
Q317740	Jesse Metcalfe
Q1571464	Hallelujah!
Q482449	Suwon Samsung Bluewings
Q1135966	King of the Hill
Q722817	Jim Rygiel
Q19864603	Manchester by the Sea
Q8343	clarinet
Q165666	xylophone
Q178112	David Sanborn
Q192686	Prometheus
Q68947	subspecies
Q4630820	20th United States Congress
Q745120	St. Joseph
Q9381	Adam Smith
Q469624	Planet of the Apes
Q29552	Democratic Party
Q2517245	Verna Fields
Q945030	Coronation Street
Q217008	Blade: Trinity
Q49273	Lubbock
Q350422	Walter Hill
Q266670	Megumi Hayashibara
Q182223	Maroon 5
Q4590468	1995 Major League Baseball draft
Q846173	New York University School of Law
Q1031821	Can-Can
Q2036076	Westfield Group
Q1185386	Johnny Eager
Q644440	Lap steel guitar
Q159202	Lucius Fox
Q2409475	The Appointments of Dennis Jennings
Q128137	Kent County
Q544387	Ray Charles
Q151510	Heidelberg University
Q200827	The Wicker Man
Q3446028	Royal Conservatoire of Scotland
Q26339	Jersey City
Q36844	Rihanna
Q747179	Wheaton College
Q815890	Wellington Phoenix FC
Q8428	Calcio Padova
Q1009	Cameroon
Q233748	Akshay Kumar
Q754868	Cumberland
Q1071675	Road to Avonlea
Q1066098	Jackass 3D
Q229375	Linda Ronstadt
Q465224	American International Pictures
Q262130	Richard Donner
Q1218180	Nikon
Q662838	Cookie's Fortune
Q334195	Stephen Dorff
Q1391336	comedy rock
Q29422	Boca Raton
Q14761450	Member of Congress
Q543842	South Korea national football team
Q6225	Coventry
Q657558	Relapse Records
Q1334930	The Shipping News
Q490434	Ventura
Q41304	Weimar Republic
Q937342	Angels in America
Q862058	Inland Empire
Q2407862	Americana
Q206343	S.K. Sturm Graz
Q1624932	Hollywood Forever Cemetery
Q831800	Speed 2: Cruise Control
Q1384181	Michael McKean
Q601235	hip house
Q355163	Bruce Davison
Q455780	Harry Turtledove
Q644943	Canadian Armed Forces
Q270532	University of Aberdeen
Q228739	Debra Messing
Q1023185	Estudiantes Tecos
Q240201	BAFTA Award for Best Animated Film
Q315325	Russ Meyer
Q257643	Mr. Show with Bob and David
Q1783608	University of Northern Colorado
Q946030	When Ladies Meet
Q162492	Colin Firth
Q488947	The Good, the Bad, the Weird
Q853718	Fun and Fancy Free
Q7401829	Saint Mary's College of California
Q125731	Ehud Barak
Q5305629	Drake University
Q185029	first-person shooter
Q1397901	Cleopatra
Q203871	Rush
Q131285	John Williams
Q121783	Los Angeles Lakers
Q286777	Anna Deavere Smith
Q1421666	Golden Raspberry Award for Worst Screenplay
Q918502	Bruce Hornsby
Q187364	Robert Zemeckis
Q234564	Erika Christensen
Q221820	Moneyball
Q3420924	Wetherby
Q235754	Kellie Martin
Q1136331	nu jazz
Q7604	Leonhard Euler
Q967683	Priest
Q80966	Cate Blanchett
Q1544908	The Seduction of Joe Tynan
Q219655	Carey Mulligan
Q9543	Salman Khan
Q1787152	Weber State University
Q83789	Calendar Girls
Q941524	Alabama State University
Q875637	College of William & Mary
Q916	Angola
Q234080	Diane Ladd
Q202631	John Archibald Wheeler
Q128581	breast cancer
Q43044	Demi Moore
Q1210807	The Journey of Natty Gann
Q235002	Penelope Ann Miller
Q466423	American Wedding
Q186424	detective fiction
Q589410	halfback
Q75684	S.C. Braga
Q243472	Jascha Heifetz
Q9013673	American Hustle
Q212135	Will & Grace
Q145245	Irene Lentz
Q450675	Francis
Q785357	Virginia Military Institute
Q106514	River Phoenix
Q8450	1980 Summer Olympics
Q968840	Kenneth Lonergan
Q207506	Kyle MacLachlan
Q599356	Weymouth F.C.
Q1422	Juventus F.C.
Q1276587	Scott Baio
Q13972	Tartu
Q81170	Oriel College
Q292943	Shriya Saran
Q726153	Epitaph Records
Q283239	Dr. Jekyll and Mr. Mouse
Q12323650	farmer
Q267866	Little Nicky
Q1247373	Harrow School
Q740489	Meet the Fockers
Q76239	zither
Q1150569	Rich Sommer
Q589459	Frank Tashlin
Q426631	Albert Nobbs
Q3408764	Pre-Code Hollywood
Q360674	Breckin Meyer
Q2283665	TVT Records
Q13938	Grey DeLisle
Q314485	Edward Burns
Q255342	Rush Hour
Q208189	real-time strategy
Q1649712	1998 Major League Baseball season
Q1089696	2000 Cannes Film Festival
Q222867	2 Fast 2 Furious
Q3427922	restaurateur
Q451196	Quest for Fire
Q1160945	BBC News
Q297173	Bam Margera
Q2365987	CBBC
Q3811598	Justin Spitzer
Q1185	Karnataka
Q47629	German cuisine
Q1538082	The Star Wars Holiday Special
Q242446	Lucasfilm
Q34397	The Cleveland Show
Q4465	Peter Jackson
Q370515	New Wave of British Heavy Metal
Q134333	Roger Moore
Q3994971	1995 NCAA Men's Division I Basketball Tournament
Q615150	land-grant university
Q299317	Tom Berenger
Q1649091	1988 Major League Baseball season
Q10308	Real Zaragoza
Q118	April
Q82513	Merton College
Q2702252	Scott McNeil
Q49259	Virginia Beach
Q15920	Metallica
Q35	Denmark
Q213699	79th Academy Awards
Q18708	Fulham F.C.
Q956501	Pembroke College
Q213411	Cast Away
Q453094	Joe Ranft
Q1206261	Election
Q54253	Providence County
Q1857753	Ronald Bass
Q994144	Brunswick
Q361630	Richard Roxburgh
Q272195	Maggie Roswell
Q37079	Tom Cruise
Q131390	300
Q27184	Jive Records
Q830215	E!
Q3002075	Craig Thomas
Q1586693	Lloyd's of London
Q46	Europe
Q316789	Melbourne Victory
Q38875	Mos Def
Q326827	artistic gymnastics
Q130549	Tracey Ullman
Q582281	Raintree County
Q48929	Burton Albion F.C.
Q662575	Ariola
Q12724	Ticino
Q128933	Michaëlle Jean
Q39109	Minas Gerais
Q23115	Northamptonshire
Q432637	George Washington University
Q142695	Elite Squad: The Enemy Within
Q131262	University of Bologna
Q1143644	Magical Girl Lyrical Nanoha
Q584221	Carl Davis
Q179385	Greenwich
Q1103168	Club Tijuana
Q158121	SpVgg Unterhaching
Q2966	Heidelberg
Q33760	Bertrand Russell
Q132885	Olympique de Marseille
Q487201	Minot
Q1052139	The Roots
Q317228	Kurtwood Smith
Q1668154	United Malays National Organisation
Q203108	TMNT
Q478360	The Wire
Q303891	Lewis Gilbert
Q636356	A Dry White Season
Q128568	John Turner
Q785709	A Prairie Home Companion
Q544731	41st Academy Awards
Q3952813	Scott Adsit
Q1371	West Virginia
Q319133	Chaim Topol
Q170539	parody
Q79875	Mobile
Q1973924	Ned Washington
Q12100	fenci
Q1542330	2004 Grammy Awards
Q188401	Emily Osment
Q2299378	Don't Be Afraid of the Dark
Q1161297	University of Sussex
Q145132	Robert Taylor
Q223091	Ian Holm
Q9205	Khmer
Q517831	Gwen Wakeling
Q3965952	light gun shooter
Q110043	The Birds
Q933904	Jake Shimabukuro
Q1621402	Friendly Persuasion
Q3335	George Orwell
Q34366	Tasmania
Q290913	Giuseppe Colucci
Q1049480	This Means War
Q133730	Lars von Trier
Q420880	They Might Be Giants
Q1393301	Fairleigh Dickinson University
Q496065	Jade North
Q26622	San Juan County
Q54160	Hampden County
Q2119	Mannheim
Q1881437	MGM Records
Q508841	House of Sand and Fog
Q2187392	alternative dance
Q103894	Alec Guinness
Q609274	NYPD Blue
Q185867	film noir
Q83906	Basil Poledouris
Q1986271	1909 Major League Baseball season
Q139330	Zach Braff
Q929667	Lexington
Q83813	Savannah
Q946124	Little Feat
Q17252	Tibet
Q901207	musical keyboard
Q694545	Bowling Green
Q2422607	10 Rillington Place
Q327027	Pina
Q1781	Budapest
Q150851	Colin Powell
Q382890	Oasis
Q209065	Kingdom of Greece
Q19458	Burnley F.C.
Q37158	Starbucks
Q114	Kenya
Q2736	association football
Q208623	Ray Allen
Q1867	Taipei
Q846183	UC Berkeley School of Law
Q3181135	John Bruno
Q1691552	Joe Pasternak
Q228904	Hattie McDaniel
Q3209050	State Fair
Q1345694	John Madden
Q1233720	young adult literature
Q695565	Council Bluffs
Q223985	Michael Palin
Q9268	Judaism
Q3305570	Mike Barker
Q184387	Norway national football team
Q3595129	Asrani
Q366584	George Strait
Q1189552	Polish American
Q1701254	John Oliver
Q7349	Joseph Haydn
Q601521	Rickey Henderson
Q1414482	Filmfare Award for Best Actress
Q1900	Cagliari Calcio
Q151231	Annie Lennox
Q675553	swamp rock
Q1359405	William H. Daniels
Q483379	Gwen Stefani
Q183	Germany
Q390076	Brothers & Sisters
Q976176	Saul Rubinek
Q1172213	Data East
Q79	Egypt
Q44634	Nico
Q5902	Red Dwarf
Q838381	Meet Dave
Q350	Cambridge
Q4164507	art critic
Q8539	The Big Bang Theory
Q3258993	Lone Survivor
Q3028200	Kate Flannery
Q213100	tabla
Q5445732	Festival
Q746592	University of the Philippines
Q5849	rugby union
Q361336	Bill Condon
Q527316	Yu-Gi-Oh! GX
Q304290	Rugrats
Q8434	education
Q54089	Barnstable County
Q3405798	Governor General's Award for English-language poetry
Q193727	Johns Hopkins University
Q1067502	Charly
Q770000	Fast Food Nation
Q829	Utah
Q811595	United States Department of Housing and Urban Development
Q8146	Japanese yen
Q11633	photography
Q49243	Riverside
Q752438	Life Is Sweet
Q7012169	New Trier High School
Q130034	Peter Horton
Q1545826	Ace in the Hole
Q3521977	Nassar
Q1423667	Mrs Henderson Presents
Q646079	Beerschot AC
Q183308	New Age
Q28285	Cass County
Q54093	Worcester County
Q1420651	Tombstone
Q1035958	Carey Wilson
Q3520698	Thilakan
Q381823	Peng Dehuai
Q248837	Susan Hayward
Q220376	Hancock
Q501996	Scatman Crothers
